order_id,product_id,quantity,selling_price,discount
203,102,1,3559.2,20
204,499,1,93.0,0
204,204,2,1638.8,15
204,288,1,1346.4,15
205,332,1,2637.0,25
206,241,1,353.6,15
206,98,1,516.0,0
207,97,1,27.9,10
207,112,1,1660.75,35
208,421,3,217.8,10
208,404,2,468.35,15
209,342,2,68.0,15
210,467,1,120.7,15
210,147,1,64.0,0
211,204,1,1638.8,15
211,16,1,91.0,0
211,489,1,255.85,15
212,295,2,122.4,10
212,357,3,185.3,15
212,315,1,428.8,20
212,471,1,414.0,10
213,471,1,391.0,15
213,435,1,241.3,5
214,307,3,1877.6,20
215,301,1,188.8,20
215,233,1,2756.8,20
216,488,1,243.2,5
216,317,3,402.0,0
217,294,1,33.0,0
217,84,1,49.0,0
217,408,2,110.0,0
218,136,2,41.4,10
219,432,2,774.8,35
219,72,1,80.1,10
219,210,1,113.05,5
220,396,1,284.75,15
221,446,2,55.0,0
221,82,1,71.0,0
221,211,1,29.0,0
221,208,1,139.4,15
222,154,1,91.0,0
223,478,1,223.0,0
223,213,1,113.05,5
224,266,1,36.0,0
224,112,1,1916.25,25
224,449,2,384.3,10
225,500,2,98.1,10
226,286,1,2280.2,35
226,401,1,2762.4,20
227,30,2,96.9,15
227,327,1,135.9,10
228,25,1,352.75,15
229,282,1,219.0,25
229,331,1,26.0,0
230,177,1,24.65,15
231,294,1,33.0,0
231,327,1,120.8,20
232,96,3,2185.8,40
232,138,1,195.0,0
232,235,1,407.25,25
233,406,2,29.0,0
233,183,2,330.3,10
234,345,1,1171.35,55
234,258,1,24.0,0
234,54,1,114.0,0
235,365,1,110.25,25
235,380,1,342.9,10
236,195,3,269.1,10
236,450,1,19.0,0
236,229,2,485.0,0
236,453,3,313.6,20
237,17,1,196.0,20
237,465,3,143.0,0
238,109,2,1114.4,30
239,133,1,60.35,15
240,126,1,526.5,10
241,479,1,186.15,15
241,132,1,3247.2,20
241,335,2,382.9,30
242,340,2,2172.1,30
242,448,1,1750.45,35
242,472,2,134.1,10
242,482,1,133.0,0
243,48,1,366.3,10
243,52,1,174.0,0
244,474,1,173.85,5
245,369,1,2643.0,25
246,243,1,213.75,5
247,28,1,119.0,15
247,452,1,136.8,5
247,358,1,45.6,5
247,215,1,262.2,5
248,178,1,1301.85,45
248,1,3,1587.3,45
249,134,3,299.0,0
249,351,1,26.0,0
249,94,2,29.7,10
249,370,1,74.1,5
250,55,3,342.0,10
250,226,1,99.0,0
250,13,1,134.3,15
251,339,2,1131.0,50
252,482,1,133.0,0
252,154,2,77.35,15
253,198,3,1612.8,20
253,492,1,39.0,0
253,467,1,142.0,0
254,244,1,67.5,10
254,346,1,37.05,5
254,153,3,27.0,10
254,498,2,263.0,0
255,123,1,192.1,15
255,163,3,648.0,10
256,382,1,16.0,0
257,233,1,2584.5,25
257,173,1,59.0,0
257,260,1,179.0,0
257,424,1,351.9,15
258,297,2,1062.0,10
258,354,1,122.4,20
259,433,1,18.0,10
259,475,1,119.7,5
260,500,1,103.55,5
260,458,2,179.35,15
260,75,1,220.0,20
261,372,1,172.55,15
261,195,2,284.05,5
262,261,1,27.0,0
262,251,1,208.0,0
263,286,2,1929.4,45
263,209,1,201.6,10
263,27,1,391.3,35
263,78,1,382.85,5
263,75,3,247.5,10
264,339,1,1583.4,30
264,402,3,418.0,0
264,78,1,403.0,0
265,466,2,295.45,5
265,199,1,1153.5,25
266,228,1,33.3,10
266,125,1,65.0,0
266,305,1,391.0,0
266,122,2,540.8,20
267,176,1,138.6,10
268,423,1,68.0,15
269,19,1,2888.8,20
269,471,1,460.0,0
270,326,1,126.9,10
271,82,1,71.0,0
272,33,2,2343.45,15
273,138,2,165.75,15
274,472,3,141.55,5
274,293,2,94.0,0
274,141,1,200.45,5
275,156,1,84.6,10
276,238,1,2448.0,10
276,193,2,490.4,20
276,428,1,36.9,10
276,476,2,57.0,0
277,445,1,1057.5,25
277,214,2,87.4,5
277,26,1,186.3,10
278,112,3,1916.25,25
278,220,3,176.8,15
278,133,1,67.45,5
279,325,2,14.4,10
280,444,1,244.8,15
280,318,2,1189.5,25
280,339,1,2035.8,10
281,460,2,45.0,0
281,426,1,498.95,15
282,449,3,320.25,25
283,165,1,188.0,0
284,44,1,766.5,25
285,182,2,56.0,0
286,15,1,11.0,0
286,53,2,2191.3,15
287,213,1,101.15,15
287,390,1,97.6,20
287,97,2,27.9,10
287,369,1,2643.0,25
287,218,1,336.3,5
288,120,2,219.2,20
288,217,3,221.0,0
289,256,2,102.0,15
289,416,2,1791.2,20
290,315,2,536.0,0
291,279,1,158.0,0
291,168,1,84.0,0
292,17,1,245.0,0
293,42,1,88.0,20
294,339,1,1470.3,35
295,335,1,547.0,0
295,271,1,79.0,0
296,167,3,3247.2,20
296,68,1,35.15,5
296,331,1,26.0,0
297,397,1,122.55,5
297,473,3,185.25,5
298,4,1,98.0,0
298,468,1,121.6,5
298,38,1,51.0,0
299,376,1,29.0,0
300,345,1,1301.5,50
300,336,2,95.95,5
300,62,3,404.0,0
301,328,1,93.0,0
302,423,1,72.0,10
302,106,1,473.4,10
302,374,2,1512.15,15
302,113,1,186.3,10
303,390,1,122.0,0
304,43,2,331.55,5
304,168,1,84.0,0
304,113,1,186.3,10
304,483,1,664.0,0
305,373,2,78.2,15
305,445,1,1128.0,20
305,212,3,36.0,0
305,7,3,1623.6,10
306,402,3,418.0,0
306,96,1,2550.1,30
307,449,1,362.95,15
307,14,2,76.0,0
307,8,3,230.0,0
308,459,2,265.0,0
308,323,1,41.4,10
309,405,1,3150.0,30
309,291,1,1201.9,15
310,311,1,58.0,0
310,108,1,48.0,0
311,75,2,247.5,10
311,55,1,361.0,5
312,112,1,2171.75,15
313,392,1,192.0,0
313,471,2,437.0,5
314,98,3,516.0,0
314,350,3,229.0,0
315,252,1,676.8,10
315,232,1,2356.2,15
315,167,2,3247.2,20
316,222,1,436.0,0
317,418,1,379.0,0
317,145,1,235.8,10
317,4,3,93.1,5
317,215,2,262.2,5
318,8,1,230.0,0
318,392,1,172.8,10
319,235,2,488.7,10
319,249,1,246.6,10
319,49,2,3093.6,20
320,186,2,173.4,15
320,128,1,209.0,0
321,271,1,67.15,15
322,496,2,354.6,10
322,369,1,2466.8,30
322,493,1,460.8,10
323,406,1,27.55,5
324,338,2,41.8,5
325,27,3,602.0,0
325,478,2,189.55,15
326,189,1,430.4,20
326,277,2,51.3,10
327,477,1,28.0,0
328,315,1,428.8,20
328,281,1,122.4,10
329,437,1,99.9,10
330,36,2,123.0,25
330,283,1,717.0,0
331,105,1,2257.5,30
332,222,1,414.2,5
333,211,1,29.0,0
333,231,1,433.2,5
333,174,1,224.4,15
334,144,1,180.9,10
335,22,1,2158.0,35
336,143,2,164.05,15
336,116,1,152.15,15
336,149,2,340.0,20
336,371,1,172.55,15
336,33,1,2343.45,15
337,470,1,59.0,0
338,230,1,27.0,0
338,152,1,1484.0,0
338,485,2,223.2,10
338,413,1,90.0,0
339,497,1,94.0,0
339,326,1,126.9,10
340,169,1,26.6,5
340,142,1,662.4,10
340,489,3,301.0,0
341,128,1,198.55,5
342,380,1,323.85,15
343,286,1,2455.6,30
344,409,1,1535.3,35
344,363,2,279.0,10
345,285,2,1095.9,35
346,339,1,1696.5,25
347,457,2,94.0,0
348,247,1,236.55,5
349,375,1,1233.0,25
350,323,1,41.4,10
350,363,1,263.5,15
350,109,1,1353.2,15
350,214,3,92.0,0
351,205,1,259.2,10
351,69,1,299.0,0
351,91,1,120.6,10
352,323,1,43.7,5
352,380,1,342.9,10
353,400,1,399.0,5
353,376,1,29.0,0
354,420,1,216.0,0
354,42,2,99.0,10
354,491,1,364.5,10
354,61,1,37.05,5
355,478,2,211.85,5
355,474,1,146.4,20
355,393,1,645.15,15
355,129,1,35.0,0
356,318,1,1348.1,15
357,146,1,48.0,0
357,442,1,2077.6,20
358,332,3,2812.8,20
358,74,1,1925.7,30
359,429,2,338.0,0
359,160,1,174.8,5
360,236,1,46.4,20
360,391,2,141.0,0
361,31,1,212.0,0
361,202,1,99.0,0
362,436,1,153.0,0
362,276,1,1967.7,30
363,330,1,3921.6,20
363,48,1,366.3,10
364,418,2,303.2,20
364,335,2,410.25,25
365,209,3,212.8,5
365,343,1,158.4,20
366,389,1,606.9,15
367,393,2,569.25,25
367,198,2,1310.4,35
367,412,1,23.0,0
368,40,1,231.0,0
368,363,2,263.5,15
368,98,1,516.0,0
369,48,3,386.65,5
370,27,1,391.3,35
370,453,1,352.8,10
371,336,1,101.0,0
371,46,1,250.0,0
371,116,1,152.15,15
372,263,3,141.3,10
372,225,3,130.0,0
373,306,1,238.5,10
373,226,2,84.15,15
373,149,1,425.0,0
373,201,1,334.0,0
373,286,2,1754.0,50
374,419,1,1765.4,30
374,493,3,512.0,0
374,477,2,28.0,0
375,369,2,2819.2,20
375,117,1,82.8,10
375,435,2,215.9,15
376,317,1,402.0,0
376,274,1,458.0,0
377,111,2,457.0,0
377,324,3,111.35,15
377,3,1,441.75,25
378,58,2,223.55,15
379,402,2,397.1,5
379,75,1,275.0,0
379,24,2,136.0,0
380,71,1,61.0,0
381,294,1,31.35,5
382,329,1,156.6,10
382,201,1,334.0,0
382,58,1,263.0,0
383,459,1,251.75,5
384,76,1,2378.4,20
385,192,1,44.0,0
386,255,1,3010.7,15
387,387,2,44.65,5
387,469,2,10.8,10
388,206,1,622.4,20
388,226,1,89.1,10
388,395,1,179.2,20
389,98,1,516.0,0
389,488,1,243.2,5
390,201,3,283.9,15
390,219,3,146.2,15
391,483,1,597.6,10
391,328,3,93.0,0
391,383,2,68.4,10
392,40,1,196.35,15
392,449,1,427.0,0
393,36,1,147.6,10
393,356,1,66.0,0
394,353,1,114.3,10
394,403,1,113.05,5
395,142,1,736.0,0
395,267,1,100.8,10
396,410,3,171.7,15
397,268,1,404.7,5
398,348,1,299.0,0
399,342,3,80.0,0
400,372,1,162.4,20
401,219,2,172.0,0
401,168,1,84.0,0
402,346,1,39.0,0
403,472,2,126.65,15
403,362,1,28.5,5
403,418,1,341.1,10
403,365,1,132.3,10
403,303,1,22.8,5
404,80,1,363.75,25
405,300,1,38.0,0
405,446,1,55.0,0
406,79,3,85.85,15
407,22,1,2988.0,10
407,40,1,219.45,5
407,181,1,358.2,10
408,147,1,64.0,0
408,77,3,151.3,15
409,10,3,656.2,15
409,286,1,2455.6,30
410,107,1,22.0,0
410,328,1,83.7,10
411,340,1,2172.1,30
411,301,1,236.0,0
411,122,1,574.6,15
412,185,2,95.2,20
412,83,2,534.0,0
413,360,3,1423.2,40
413,401,1,2762.4,20
413,25,1,415.0,0
414,242,1,379.6,35
414,368,2,68.0,0
415,274,1,458.0,0
415,278,2,487.9,15
416,32,1,282.15,5
416,265,1,61.2,10
417,238,1,1904.0,30
417,81,3,2232.95,15
417,477,1,26.6,5
417,188,1,47.0,0
418,399,1,205.0,0
418,143,2,154.4,20
419,32,3,237.6,20
419,369,2,2995.4,15
420,181,1,358.2,10
421,453,3,392.0,0
421,166,1,1238.25,25
422,342,1,80.0,0
422,12,1,1168.05,35
423,163,2,720.0,0
423,225,1,97.5,25
424,161,1,63.0,0
424,328,2,93.0,0
425,166,1,1651.0,0
426,313,1,53.0,0
427,280,3,189.0,0
428,289,2,29.0,0
428,158,2,189.9,10
429,323,1,46.0,0
430,184,1,178.5,30
430,106,1,420.8,20
430,82,1,63.9,10
430,72,1,89.0,0
431,5,1,256.0,0
431,131,1,145.8,10
432,483,2,498.0,25
432,125,1,61.75,5
433,145,1,196.5,25
433,163,1,720.0,0
433,496,1,295.5,25
433,125,1,65.0,0
434,380,1,304.8,20
434,144,3,201.0,0
434,409,2,1653.4,30
435,481,2,1422.75,25
435,441,1,142.2,10
436,404,1,551.0,0
437,395,1,212.8,5
437,415,2,215.05,15
437,58,1,249.85,5
437,163,2,468.0,35
438,431,1,2424.0,20
438,108,1,48.0,0
438,89,1,203.0,0
439,66,2,31.5,10
439,125,3,65.0,0
440,301,1,188.8,20
441,404,2,440.8,20
442,391,1,119.85,15
442,150,1,510.85,15
442,184,1,216.75,15
443,437,1,111.0,0
444,183,2,311.95,15
444,448,1,2019.75,25
445,166,3,1238.25,25
445,369,1,1585.8,55
446,154,3,91.0,0
446,219,1,137.6,20
447,56,1,34.0,15
447,225,1,104.0,20
447,7,2,1804.0,0
447,17,1,232.75,5
447,237,1,80.1,10
448,189,1,484.2,10
448,155,1,25.65,5
449,223,1,835.2,20
450,296,2,174.0,0
451,320,1,275.5,5
451,186,2,204.0,0
451,257,1,207.0,0
451,83,3,534.0,0
451,400,3,357.0,15
452,7,1,1804.0,0
452,91,2,120.6,10
453,69,1,299.0,0
453,302,1,163.4,5
453,99,1,160.0,0
453,211,2,26.1,10
454,367,1,2772.0,20
455,107,2,22.0,0
456,127,3,189.0,10
457,465,1,128.7,10
458,348,1,254.15,15
458,391,2,119.85,15
459,351,2,26.0,0
459,219,3,154.8,10
459,485,1,248.0,0
460,258,1,24.0,0
460,344,2,281.7,10
460,390,1,103.7,15
460,4,1,93.1,5
460,191,1,417.0,0
461,206,2,622.4,20
461,312,1,70.0,0
461,35,2,118.8,10
462,35,1,132.0,0
462,432,2,1013.2,15
462,60,1,345.95,15
462,266,2,34.2,5
463,419,1,1765.4,30
464,251,1,176.8,15
464,430,1,2475.9,30
464,433,2,17.0,15
465,496,2,374.3,5
465,111,1,434.15,5
466,60,1,407.0,0
467,316,2,105.4,15
467,141,1,179.35,15
467,86,2,559.8,40
468,369,1,2114.4,40
469,56,1,40.0,0
469,191,1,396.15,5
470,373,3,87.4,5
470,109,3,1592.0,0
470,417,1,2822.0,15
471,131,1,129.6,20
471,208,2,155.8,5
471,336,3,101.0,0
471,350,1,229.0,0
472,75,1,261.25,5
472,222,2,436.0,0
473,78,2,362.7,10
473,478,1,189.55,15
473,81,1,2232.95,15
473,45,1,2348.55,15
474,103,1,48.45,5
475,61,2,39.0,0
475,158,1,200.45,5
475,490,2,205.7,15
476,238,1,2312.0,15
476,161,2,63.0,0
476,84,2,46.55,5
477,282,1,262.8,10
477,354,1,130.05,15
478,308,3,185.25,5
479,314,1,94.0,0
480,62,2,323.2,20
480,42,1,110.0,0
480,154,2,91.0,0
480,337,2,30.6,15
481,26,2,186.3,10
482,2,1,59.0,0
482,290,2,587.25,25
482,41,1,51.3,10
483,217,1,209.95,5
483,27,2,451.5,25
484,254,1,1360.8,30
485,352,2,171.2,20
486,281,2,115.6,15
487,420,1,183.6,15
487,70,1,447.95,15
487,376,1,26.1,10
488,258,3,21.6,10
488,150,1,510.85,15
489,453,2,372.4,5
489,486,1,82.8,10
489,56,1,38.0,5
490,139,1,197.0,0
490,109,1,1432.8,10
490,488,1,256.0,0
491,201,1,317.3,5
491,270,1,62.7,5
492,249,1,274.0,0
492,259,1,17.0,0
492,155,1,27.0,0
493,185,1,107.1,10
494,467,1,142.0,0
495,408,1,104.5,5
495,91,1,113.9,15
496,95,1,62.0,0
497,364,1,2528.5,35
498,80,1,412.25,15
498,160,1,156.4,15
498,394,1,312.8,20
499,233,1,2584.5,25
500,13,1,142.2,10
500,347,1,184.3,5
501,479,1,208.05,5
502,146,1,48.0,0
502,119,1,107.1,10
502,130,1,100.8,10
502,497,1,89.3,5
502,299,1,160.0,0
503,64,2,263.7,10
503,312,1,63.0,10
503,344,1,281.7,10
504,392,2,192.0,0
504,406,1,29.0,0
504,266,2,36.0,0
504,174,1,198.0,25
504,365,1,124.95,15
505,303,1,22.8,5
505,139,2,167.45,15
505,315,1,455.6,15
505,447,2,99.75,5
506,153,2,30.0,0
507,351,1,24.7,5
507,27,2,481.6,20
508,222,3,436.0,0
509,173,1,50.15,15
509,454,1,206.55,15
510,150,2,540.9,10
510,496,2,394.0,0
511,269,1,216.6,5
511,130,1,100.8,10
511,334,2,226.1,5
512,455,2,162.0,10
512,127,2,210.0,0
512,496,2,354.6,10
513,465,2,143.0,0
513,319,2,705.0,0
513,118,1,28.0,0
514,121,3,432.65,15
514,313,1,47.7,10
514,457,1,89.3,5
515,111,1,388.45,15
516,196,1,173.0,0
516,93,2,82.0,0
516,86,2,653.1,30
516,402,2,376.2,10
517,213,1,119.0,0
517,14,1,68.4,10
518,216,1,37.0,0
519,131,1,162.0,0
520,404,1,385.7,30
521,139,1,167.45,15
521,78,1,342.55,15
521,119,2,107.1,10
522,164,2,90.95,15
523,65,1,166.25,5
524,227,1,440.8,20
525,36,3,123.0,25
526,174,1,224.4,15
526,66,2,35.0,0
527,63,1,478.8,10
527,421,2,229.9,5
527,175,3,525.6,10
528,214,1,87.4,5
528,196,2,173.0,0
529,283,3,645.3,10
529,204,1,1928.0,0
530,269,1,228.0,0
530,77,1,160.2,10
530,247,2,211.65,15
531,92,1,182.7,10
531,117,3,92.0,0
531,140,1,791.1,10
531,311,1,58.0,0
531,203,1,294.0,0
532,294,2,31.35,5
532,497,1,94.0,0
532,233,1,2412.2,30
532,234,1,159.3,10
533,287,1,929.6,20
533,497,1,94.0,0
533,71,2,61.0,0
534,83,2,534.0,0
534,322,1,38.0,5
535,481,2,1897.0,0
535,5,1,256.0,0
536,125,2,58.5,10
537,36,2,164.0,0
