order_id,customer_id,order_date,shipping_date,region,payment_mode
91,738,2023-03-30,2023-04-02,East,Net Banking
92,930,2023-12-14,2023-12-17,West,COD
93,1773,2023-04-30,2023-05-01,East,Debit Card
94,1372,2024-08-30,2024-08-31,South,UPI
95,1773,2023-08-18,2023-08-20,East,Credit Card
96,1372,2023-01-23,2023-01-24,South,UPI
97,1060,2024-04-10,2024-04-16,West,Credit Card
98,1291,2024-06-01,2024-06-02,South,UPI
99,1409,2023-06-10,2023-06-14,East,Credit Card
100,1635,2023-11-27,2023-12-02,North,Credit Card
101,1372,2023-06-16,2023-06-17,South,UPI
102,314,2023-07-19,2023-07-21,North,COD
103,1773,2024-05-16,2024-05-23,East,COD
104,1372,2023-11-24,2023-11-25,South,Credit Card
105,1406,2024-07-17,2024-07-20,East,Debit Card
106,1142,2024-10-14,2024-10-19,West,UPI
107,1648,2023-10-27,2023-10-29,North,Credit Card
108,1714,2023-06-16,2023-06-21,West,Debit Card
109,917,2024-04-13,2024-04-14,North,Credit Card
110,1635,2023-03-14,2023-03-19,North,Net Banking
111,879,2023-07-15,2023-07-19,North,COD
112,1131,2023-04-12,2023-04-13,South,Debit Card
113,1904,2023-10-18,2023-10-19,South,UPI
114,1208,2023-09-01,2023-09-04,West,Debit Card
115,1091,2023-10-30,2023-11-02,South,Credit Card
116,1720,2023-07-02,2023-07-05,West,Debit Card
117,959,2023-12-21,2023-12-22,South,Debit Card
118,675,2024-06-16,2024-06-22,West,UPI
119,1773,2023-11-20,2023-11-30,East,UPI
120,1327,2024-10-22,2024-10-23,South,Debit Card
121,1120,2024-12-22,2024-12-23,East,Debit Card
122,1648,2024-03-17,2024-03-19,North,Debit Card
123,1538,2024-07-16,2024-07-17,West,Debit Card
124,1953,2024-04-29,2024-04-30,West,UPI
125,1506,2025-01-20,2025-01-21,West,Debit Card
126,781,2024-04-04,2024-04-07,North,UPI
127,781,2023-01-01,2023-01-08,North,Credit Card
128,1773,2023-02-16,2023-02-25,East,UPI
129,1347,2023-07-30,2023-08-03,North,Credit Card
130,1372,2023-01-17,2023-01-24,South,Debit Card
131,830,2023-07-04,2023-07-09,South,Debit Card
132,291,2024-11-19,2024-11-20,North,COD
133,1482,2023-10-09,2023-10-13,East,COD
134,1916,2023-04-03,2023-04-05,West,COD
135,967,2023-09-23,2023-09-26,West,Wallet
136,1095,2024-08-08,2024-08-09,North,UPI
137,1372,2023-07-30,2023-08-03,South,UPI
138,118,2023-03-11,2023-03-12,West,Credit Card
139,220,2024-12-27,2024-12-28,West,COD
140,706,2024-11-14,2024-11-16,West,Credit Card
141,1773,2023-10-16,2023-10-17,East,Net Banking
142,972,2023-07-31,2023-08-01,North,Net Banking
143,605,2023-10-03,2023-10-04,South,UPI
144,372,2023-02-12,2023-02-13,West,Debit Card
145,570,2024-07-09,2024-07-12,East,UPI
146,983,2023-08-17,2023-08-21,West,Net Banking
147,1773,2023-05-21,2023-05-27,East,Credit Card
148,897,2024-02-07,2024-02-08,West,Wallet
149,1372,2024-01-19,2024-01-21,South,Credit Card
150,1635,2024-03-07,2024-03-09,East,Debit Card
151,1454,2024-05-09,2024-05-11,West,Wallet
152,844,2024-05-03,2024-05-06,West,Net Banking
153,1773,2024-12-15,2024-12-18,North,Debit Card
154,1039,2024-09-19,2024-09-29,East,UPI
155,1372,2024-08-02,2024-08-03,South,Debit Card
156,1562,2024-05-23,2024-05-24,South,UPI
157,221,2024-03-05,2024-03-09,West,UPI
158,1269,2023-11-05,2023-11-06,West,Net Banking
159,853,2024-12-13,2024-12-14,North,Net Banking
160,1372,2024-09-10,2024-09-11,South,UPI
161,221,2024-05-21,2024-05-22,West,Credit Card
162,1602,2024-09-06,2024-09-09,South,Net Banking
163,85,2023-06-06,2023-06-07,North,Credit Card
164,580,2023-09-04,2023-09-06,East,UPI
165,1205,2023-07-17,2023-07-20,South,COD
166,1033,2023-12-28,2023-12-31,North,Credit Card
167,654,2023-11-19,2023-11-24,West,Net Banking
168,368,2023-12-06,2023-12-09,West,Credit Card
169,1648,2023-11-12,2023-11-14,North,Debit Card
170,1814,2023-12-22,2023-12-26,North,Credit Card
171,1708,2024-02-09,2024-02-11,South,UPI
172,1933,2023-01-24,2023-01-27,West,UPI
173,1714,2024-02-05,2024-02-06,West,Debit Card
174,779,2024-01-23,2024-01-24,North,Credit Card
175,1673,2023-04-07,2023-04-09,South,Credit Card
176,1294,2024-07-11,2024-07-15,West,UPI
177,1372,2023-03-24,2023-03-26,South,Debit Card
178,1033,2024-06-26,2024-06-28,North,UPI
179,565,2023-06-15,2023-06-17,West,UPI
180,1288,2024-09-14,2024-09-16,East,UPI
181,1962,2024-05-28,2024-05-30,North,Credit Card
182,1773,2024-11-29,2024-12-06,East,UPI
183,1372,2024-01-29,2024-01-30,South,Debit Card
184,23,2023-06-26,2023-06-28,North,UPI
185,1131,2024-12-16,2024-12-18,South,Debit Card
186,409,2023-04-20,2023-04-21,North,Debit Card
187,679,2023-01-09,2023-01-10,West,UPI
188,315,2024-12-20,2024-12-21,West,COD
189,631,2024-03-05,2024-03-10,South,Credit Card
190,1911,2023-06-30,2023-07-01,West,UPI
191,1372,2023-10-30,2023-10-31,South,UPI
192,1372,2023-10-31,2023-11-03,South,UPI
193,1372,2024-09-18,2024-09-22,South,Net Banking
194,1406,2024-10-20,2024-10-25,East,Debit Card
195,1993,2023-07-04,2023-07-06,North,Credit Card
196,802,2023-01-12,2023-01-13,North,UPI
197,1120,2024-05-29,2024-06-01,East,UPI
198,1372,2024-11-29,2024-11-30,South,UPI
199,1798,2024-11-11,2024-11-15,North,Credit Card
200,266,2024-01-11,2024-01-12,North,Credit Card
201,1667,2023-04-09,2023-04-16,East,UPI
202,599,2024-02-10,2024-02-11,West,Credit Card
203,1067,2023-08-14,2023-08-23,East,Credit Card
204,499,2024-06-19,2024-06-22,East,Credit Card
205,1773,2023-07-30,2023-08-02,East,UPI
206,1483,2024-05-17,2024-05-18,East,Credit Card
207,1881,2024-11-05,2024-11-10,South,Credit Card
208,1132,2023-11-06,2023-11-08,East,Wallet
209,1342,2023-01-17,2023-01-21,West,UPI
210,1406,2024-07-28,2024-07-29,East,UPI
211,421,2024-10-09,2024-10-15,South,COD
212,1372,2024-04-26,2024-04-28,South,Credit Card
213,1648,2023-09-30,2023-10-01,North,Credit Card
214,1773,2023-10-29,2023-11-01,East,Credit Card
215,206,2024-08-27,2024-09-02,North,Debit Card
216,1372,2024-10-05,2024-10-07,South,Debit Card
217,1792,2024-10-18,2024-10-19,North,Debit Card
218,1028,2023-10-11,2023-10-12,East,Credit Card
219,1773,2023-05-07,2023-05-08,East,Debit Card
220,754,2023-06-11,2023-06-13,East,Credit Card
221,1773,2024-07-10,2024-07-28,East,UPI
222,1768,2023-01-07,2023-01-13,East,Wallet
223,1533,2023-09-11,2023-09-14,North,Net Banking
224,1057,2023-04-23,2023-04-25,West,Wallet
225,1406,2023-07-02,2023-07-08,North,Net Banking
226,1055,2023-03-19,2023-03-27,West,Credit Card
227,1895,2023-03-13,2023-03-14,North,Debit Card
228,1994,2023-05-12,2023-05-17,West,COD
229,62,2024-03-17,2024-03-22,West,Net Banking
230,781,2023-06-11,2023-06-13,North,Credit Card
231,781,2023-11-30,2023-12-03,North,UPI
232,1714,2023-11-07,2023-11-08,West,UPI
233,1338,2023-11-24,2023-11-25,East,UPI
234,1506,2023-06-06,2023-06-08,West,COD
235,679,2024-03-02,2024-03-04,West,Debit Card
236,1342,2023-05-29,2023-06-04,West,Debit Card
237,1086,2023-10-28,2023-10-30,West,UPI
238,1372,2023-05-10,2023-05-15,South,Debit Card
239,1835,2023-04-10,2023-04-11,West,Debit Card
240,187,2023-08-26,2023-08-30,South,Debit Card
241,1327,2023-04-15,2023-04-20,West,UPI
242,580,2024-03-18,2024-03-21,East,COD
243,830,2023-03-05,2023-03-06,South,Credit Card
244,1079,2024-04-25,2024-04-26,North,UPI
245,1304,2024-03-06,2024-03-09,South,Credit Card
246,1798,2024-08-27,2024-08-28,North,UPI
247,738,2024-01-03,2024-01-07,East,Credit Card
248,1652,2023-07-31,2023-08-02,West,UPI
249,1773,2024-09-09,2024-09-12,East,Credit Card
250,1773,2023-12-28,2024-01-01,East,UPI
251,675,2024-06-12,2024-06-13,West,Credit Card
252,917,2023-07-27,2023-07-31,North,Wallet
253,717,2023-11-28,2023-12-09,East,Wallet
254,1027,2023-02-28,2023-03-03,South,Credit Card
255,1372,2023-11-02,2023-11-16,South,UPI
256,1292,2024-01-04,2024-01-05,West,UPI
257,347,2023-05-24,2023-06-02,North,Debit Card
258,1892,2024-09-15,2024-09-16,East,UPI
259,665,2023-12-26,2023-12-29,South,COD
260,1326,2024-10-18,2024-10-23,South,Credit Card
261,1635,2023-04-03,2023-04-04,North,Credit Card
262,722,2023-07-12,2023-07-21,East,Debit Card
263,1835,2023-09-05,2023-09-10,West,UPI
264,830,2024-04-25,2024-04-27,West,UPI
265,1261,2024-06-18,2024-06-21,East,UPI
266,1773,2023-02-12,2023-02-16,East,UPI
267,1098,2023-10-22,2023-10-24,West,Debit Card
268,369,2023-12-14,2023-12-15,West,Credit Card
269,1208,2024-12-25,2024-12-30,West,UPI
270,1044,2024-07-14,2024-07-15,West,UPI
271,654,2024-06-01,2024-06-03,West,UPI
272,1372,2023-09-07,2023-09-20,South,Net Banking
273,373,2023-08-29,2023-08-30,West,Credit Card
274,879,2023-10-27,2023-10-29,North,UPI
275,1823,2024-09-15,2024-09-21,East,UPI
276,55,2024-04-24,2024-04-25,South,UPI
277,1798,2023-12-10,2023-12-13,North,UPI
278,1209,2023-04-01,2023-04-02,West,Debit Card
279,1372,2024-03-30,2024-04-04,South,Credit Card
280,1773,2024-03-25,2024-03-28,East,COD
281,1055,2023-03-24,2023-03-26,West,COD
282,967,2023-06-06,2023-06-08,West,UPI
283,100,2024-05-24,2024-05-25,East,UPI
284,755,2023-12-27,2023-12-28,North,UPI
285,830,2024-02-27,2024-03-06,South,Wallet
286,959,2024-10-28,2024-11-01,South,Credit Card
287,1372,2024-04-02,2024-04-25,South,UPI
288,1372,2024-12-21,2024-12-25,South,Net Banking
289,1773,2023-06-07,2023-06-09,East,COD
290,1284,2024-08-28,2024-08-31,North,UPI
291,1327,2024-08-27,2024-08-30,South,COD
292,1372,2023-04-30,2023-05-10,South,UPI
293,1030,2023-06-16,2023-06-19,East,Debit Card
294,1372,2024-04-14,2024-04-20,South,Credit Card
295,1023,2023-08-17,2023-08-19,North,Credit Card
296,1773,2024-11-09,2024-11-14,East,Credit Card
297,1635,2024-11-10,2024-11-13,North,UPI
298,757,2024-08-24,2024-08-27,East,COD
299,867,2024-09-13,2024-09-18,East,Wallet
300,742,2024-01-15,2024-01-16,West,Credit Card
301,1372,2024-04-27,2024-05-01,South,Debit Card
302,1372,2023-02-18,2023-02-21,South,Debit Card
303,757,2024-02-09,2024-02-13,East,Credit Card
304,1372,2024-04-18,2024-04-21,South,UPI
305,41,2024-05-23,2024-05-31,South,COD
306,1700,2024-03-05,2024-03-06,West,UPI
307,871,2023-12-14,2023-12-16,North,COD
308,539,2024-12-14,2024-12-21,West,Debit Card
309,1773,2023-11-15,2023-11-17,East,Credit Card
310,829,2024-02-28,2024-03-01,North,Credit Card
311,232,2023-02-08,2023-02-09,North,COD
312,291,2024-08-16,2024-08-19,North,Debit Card
313,755,2024-09-28,2024-10-15,North,Net Banking
314,1298,2023-10-06,2023-10-07,South,Debit Card
315,1998,2023-11-07,2023-11-11,East,Debit Card
316,950,2024-08-31,2024-09-04,West,UPI
317,291,2023-06-04,2023-06-25,East,Credit Card
318,1962,2023-07-07,2023-07-08,North,Wallet
319,1033,2024-02-04,2024-02-05,North,UPI
320,1372,2024-11-24,2024-11-25,South,Debit Card
321,675,2023-10-14,2023-10-16,West,Credit Card
322,722,2024-01-04,2024-01-05,East,Debit Card
323,1773,2024-07-02,2024-07-04,East,UPI
324,959,2023-05-30,2023-06-01,South,Net Banking
325,839,2024-07-05,2024-07-06,North,UPI
326,1033,2024-12-16,2024-12-19,North,Debit Card
327,1083,2024-05-27,2024-06-02,East,UPI
328,781,2023-10-04,2023-10-08,North,Credit Card
329,830,2024-06-06,2024-06-07,South,UPI
330,447,2025-01-26,2025-01-27,West,COD
331,1823,2023-12-03,2023-12-05,East,Credit Card
332,1372,2023-12-08,2023-12-14,South,Wallet
333,1028,2024-12-03,2024-12-06,East,COD
334,1477,2024-11-24,2024-11-28,South,UPI
335,1317,2023-08-24,2023-08-27,West,Wallet
336,1033,2023-10-28,2023-10-30,North,COD
337,1033,2023-12-29,2023-12-31,North,Credit Card
338,557,2023-05-06,2023-05-07,East,UPI
339,755,2024-09-16,2024-09-17,North,UPI
340,757,2023-05-26,2023-05-30,East,Debit Card
341,1372,2023-01-05,2023-01-07,South,Debit Card
342,296,2024-12-01,2024-12-04,North,Credit Card
343,1833,2023-11-20,2023-11-22,East,Net Banking
344,1798,2024-11-18,2024-11-20,North,UPI
345,71,2023-08-29,2023-09-05,West,Debit Card
346,1762,2023-04-04,2023-04-07,East,Net Banking
347,1327,2024-11-07,2024-11-13,South,Credit Card
348,1003,2024-06-21,2024-06-22,North,Debit Card
349,1798,2023-11-28,2023-11-30,North,UPI
350,55,2023-03-15,2023-03-18,South,Credit Card
351,849,2024-05-28,2024-06-04,North,COD
352,1238,2023-11-25,2023-11-26,South,Credit Card
353,123,2024-04-07,2024-04-08,North,Wallet
354,1600,2023-08-27,2023-08-28,South,UPI
355,1609,2023-04-05,2023-04-07,South,Debit Card
356,1406,2023-02-02,2023-02-03,East,Net Banking
357,460,2023-07-31,2023-08-02,South,UPI
358,1396,2023-10-06,2023-10-08,West,Credit Card
359,784,2024-01-31,2024-02-01,West,Credit Card
360,1055,2024-11-19,2024-11-20,West,UPI
361,1762,2024-06-18,2024-06-23,North,Debit Card
362,1033,2023-06-11,2023-06-13,North,Credit Card
363,1342,2023-03-13,2023-03-15,East,COD
364,1762,2023-04-12,2023-04-16,North,Net Banking
365,538,2023-09-14,2023-09-16,North,Credit Card
366,1468,2023-09-26,2023-09-27,East,UPI
367,1651,2024-06-13,2024-06-19,East,UPI
368,1372,2023-11-09,2023-12-06,South,Credit Card
369,1562,2023-06-01,2023-06-06,South,UPI
370,1441,2024-07-13,2024-07-17,West,Credit Card
371,1011,2023-06-04,2023-06-14,East,COD
372,830,2023-12-03,2023-12-05,South,UPI
373,1754,2024-07-10,2024-07-27,West,Debit Card
374,1558,2024-09-17,2024-09-19,West,Wallet
375,1773,2023-05-28,2023-06-01,East,UPI
376,1720,2024-05-16,2024-05-21,West,Net Banking
377,1059,2023-05-22,2023-05-24,West,Debit Card
378,1327,2023-05-20,2023-05-26,South,UPI
379,221,2023-08-06,2023-08-07,South,Wallet
380,1372,2023-10-02,2023-10-08,South,Net Banking
381,1773,2023-07-14,2023-07-16,East,UPI
382,1845,2024-12-29,2025-01-02,West,COD
383,974,2023-01-06,2023-01-08,North,UPI
384,1234,2023-08-03,2023-08-04,East,Credit Card
385,543,2023-10-25,2023-10-27,North,Net Banking
386,631,2024-01-07,2024-01-10,North,Net Banking
387,1562,2023-03-22,2023-03-23,South,Net Banking
388,1372,2023-07-13,2023-07-15,South,Debit Card
389,1798,2024-07-21,2024-07-26,North,UPI
390,1083,2023-08-01,2023-08-02,East,Debit Card
391,1506,2023-06-17,2023-06-21,North,UPI
392,565,2023-03-18,2023-03-20,West,Debit Card
393,1205,2024-06-06,2024-06-07,South,Credit Card
394,1131,2024-04-02,2024-04-03,South,Debit Card
395,1773,2023-07-07,2023-07-13,East,UPI
396,1390,2023-12-22,2023-12-30,South,Credit Card
397,1798,2024-10-25,2024-10-27,East,Debit Card
398,1168,2024-10-04,2024-10-05,East,UPI
399,291,2024-03-31,2024-04-01,North,Net Banking
400,286,2023-09-23,2023-09-24,East,UPI
401,885,2023-12-05,2023-12-07,East,Credit Card
402,1881,2023-06-06,2023-06-10,South,Credit Card
403,1372,2024-11-09,2024-11-11,South,Credit Card
404,254,2024-03-20,2024-03-21,West,UPI
405,1372,2024-01-24,2024-01-27,South,UPI
406,1372,2023-05-18,2023-05-22,South,Debit Card
407,1327,2023-10-16,2023-10-19,South,UPI
408,1814,2024-05-05,2024-05-07,North,Credit Card
409,1773,2024-11-23,2024-11-30,East,COD
410,946,2024-09-08,2024-09-10,South,Credit Card
411,1372,2024-07-19,2024-07-22,South,Credit Card
412,599,2023-09-10,2023-09-20,West,Debit Card
413,848,2023-03-20,2023-03-21,South,UPI
414,1185,2024-11-27,2024-12-05,West,Net Banking
415,1507,2024-04-10,2024-04-15,North,Net Banking
416,291,2024-01-25,2024-01-27,North,COD
417,1372,2024-10-12,2024-10-17,South,UPI
418,1033,2023-03-16,2023-03-17,North,Credit Card
419,985,2024-06-26,2024-06-27,North,COD
420,757,2024-02-04,2024-02-05,East,COD
421,1828,2024-08-10,2024-08-12,West,Credit Card
422,917,2025-02-22,2025-02-23,West,COD
423,1530,2023-10-17,2023-10-19,West,Wallet
424,1261,2023-09-08,2023-09-10,North,COD
425,60,2024-07-17,2024-07-18,West,Debit Card
426,1372,2023-12-27,2023-12-31,South,Debit Card
427,1449,2024-11-16,2024-11-17,West,UPI
428,1120,2023-02-22,2023-02-26,East,Credit Card
429,1011,2024-09-28,2024-09-30,East,Net Banking
430,518,2024-05-22,2024-05-25,West,Credit Card
431,781,2023-01-14,2023-01-15,North,Credit Card
432,1210,2024-01-01,2024-01-02,West,Debit Card
433,967,2023-05-27,2023-05-28,West,Debit Card
434,706,2023-06-14,2023-06-27,West,UPI
435,1831,2024-08-19,2024-08-20,West,UPI
436,738,2023-01-29,2023-02-02,East,Credit Card
437,142,2024-07-25,2024-07-28,West,Debit Card
438,1021,2023-04-27,2023-04-30,North,Credit Card
439,1838,2023-08-29,2023-08-30,West,Credit Card
440,830,2024-08-21,2024-08-23,South,COD
441,781,2023-08-06,2023-08-11,North,Credit Card
442,1932,2023-11-17,2023-11-22,North,Credit Card
443,1079,2024-02-07,2024-02-11,North,Credit Card
444,1327,2024-08-07,2024-08-08,South,Debit Card
445,9,2023-11-26,2023-11-29,West,UPI
446,600,2024-09-19,2024-09-20,West,UPI
447,1208,2023-12-31,2024-01-01,West,Net Banking
448,557,2023-12-04,2023-12-08,East,UPI
449,427,2024-12-06,2024-12-07,North,Credit Card
450,599,2023-04-02,2023-04-06,West,UPI
451,1183,2023-01-14,2023-01-17,East,Debit Card
452,30,2024-05-14,2024-05-17,West,Net Banking
453,1635,2023-08-12,2023-08-19,North,Net Banking
454,879,2023-03-19,2023-03-23,North,COD
455,675,2023-07-16,2023-07-28,West,Net Banking
456,631,2024-11-22,2024-12-11,West,Credit Card
457,1372,2023-09-05,2023-09-07,South,Credit Card
458,1635,2023-12-06,2023-12-20,North,COD
459,1033,2024-03-25,2024-03-27,North,UPI
460,1441,2024-11-15,2024-11-19,West,Credit Card
461,260,2023-06-04,2023-06-05,West,UPI
462,720,2024-01-13,2024-01-14,East,Credit Card
463,1284,2024-04-16,2024-04-23,North,UPI
464,1635,2023-05-27,2023-05-30,North,Credit Card
465,1372,2024-01-25,2024-01-30,South,Wallet
466,717,2024-05-23,2024-05-25,East,UPI
467,950,2024-07-02,2024-07-03,West,Net Banking
468,1247,2024-07-31,2024-08-02,North,Net Banking
469,1602,2024-04-27,2024-05-03,South,Credit Card
470,533,2024-12-27,2024-12-28,North,Net Banking
471,1773,2024-12-24,2024-12-28,West,Debit Card
472,305,2024-12-11,2024-12-14,East,UPI
473,1773,2023-12-18,2023-12-21,East,Credit Card
474,839,2023-01-04,2023-01-05,North,UPI
475,1773,2023-05-08,2023-05-10,East,Debit Card
476,738,2023-06-03,2023-06-04,East,UPI
477,176,2024-02-10,2024-02-13,South,Credit Card
478,959,2024-11-14,2024-11-17,South,Credit Card
479,1773,2024-08-09,2024-08-10,East,Debit Card
480,1503,2023-01-31,2023-02-02,West,Debit Card
481,475,2023-01-01,2023-01-02,South,Credit Card
482,830,2024-10-24,2024-10-27,South,Debit Card
483,1131,2024-11-16,2024-11-17,South,COD
484,86,2023-11-13,2023-11-19,North,Wallet
485,1372,2024-03-24,2024-03-25,South,UPI
486,1122,2024-12-30,2025-01-05,West,Debit Card
487,1710,2023-03-17,2023-03-18,East,Credit Card
488,830,2023-03-21,2023-03-24,South,COD
489,1773,2023-02-09,2023-02-12,East,UPI
490,781,2023-07-05,2023-07-06,North,COD
491,1274,2023-11-18,2023-11-21,North,Debit Card
492,1013,2023-07-03,2023-07-05,South,UPI
493,1538,2024-07-06,2024-07-14,West,Debit Card
494,1372,2023-04-10,2023-04-20,South,UPI
495,1888,2023-05-16,2023-05-21,East,COD
496,1854,2024-04-08,2024-04-11,West,Net Banking
497,830,2024-02-12,2024-02-13,South,Credit Card
498,97,2024-08-18,2024-08-19,North,UPI
499,1188,2024-08-20,2024-08-25,West,Credit Card
500,1773,2024-11-22,2024-11-23,East,Net Banking
501,967,2023-09-01,2023-09-04,South,Wallet
502,1205,2024-09-23,2024-09-26,South,COD
503,1585,2023-08-31,2023-09-01,East,Wallet
504,28,2023-06-25,2023-06-26,West,UPI
505,580,2024-10-13,2024-10-16,East,COD
506,28,2024-12-19,2024-12-25,West,Net Banking
507,1372,2023-08-01,2023-08-02,South,COD
508,1798,2023-04-13,2023-04-16,West,Credit Card
509,1587,2024-03-28,2024-03-29,West,UPI
510,1562,2024-12-20,2024-12-22,South,UPI
511,1773,2023-10-27,2023-10-29,East,Net Banking
512,1131,2024-07-19,2024-07-20,South,UPI
513,735,2023-06-17,2023-06-20,West,Credit Card
514,1406,2024-07-03,2024-07-09,East,Credit Card
515,1811,2023-07-20,2023-07-22,East,Credit Card
516,164,2024-12-15,2024-12-18,West,Wallet
517,1372,2023-12-29,2024-01-01,South,COD
518,1491,2023-11-01,2023-11-02,South,Debit Card
519,675,2023-04-28,2023-05-03,West,Debit Card
520,1714,2023-10-07,2023-10-11,West,UPI
521,706,2023-06-12,2023-06-14,West,UPI
522,830,2023-05-03,2023-05-04,West,UPI
523,1463,2023-12-26,2023-12-27,South,Debit Card
524,291,2024-03-23,2024-03-27,North,UPI
525,62,2024-06-08,2024-06-13,West,Debit Card
526,1247,2025-02-01,2025-02-02,South,Debit Card
527,1986,2023-06-19,2023-06-21,East,COD
528,116,2023-01-11,2023-01-23,East,Net Banking
529,1372,2024-02-09,2024-02-11,South,Debit Card
530,1798,2023-10-18,2023-10-22,North,UPI
531,1635,2023-06-25,2023-06-26,North,Wallet
532,1635,2023-11-01,2023-11-02,North,Debit Card
533,1773,2024-08-31,2024-09-03,East,Credit Card
534,1196,2023-04-02,2023-04-04,North,UPI
535,1261,2023-12-01,2023-12-21,West,UPI
536,1282,2023-06-26,2023-06-27,North,Credit Card
537,1583,2023-11-09,2023-11-13,West,COD
538,1406,2023-12-10,2023-12-12,East,COD
539,1372,2023-12-28,2024-01-03,South,UPI
540,565,2023-08-08,2023-08-14,West,COD
541,679,2024-11-09,2024-11-13,West,UPI
542,641,2023-06-20,2023-06-21,East,Debit Card
543,830,2023-08-23,2023-08-24,South,COD
544,1635,2023-05-03,2023-05-06,North,Credit Card
