order_id,order_date,year,quarter,month,region,payment_mode,category,sub_category,brand,product_id,quantity,revenue,profit,discount,margin_pct,is_return
97,2024-04-10,2024,2,4,West,Credit Card,Home & Kitchen,Cookware,LivingSpace,243,1,180.0,55.28,20,30.71,False
98,2024-06-01,2024,2,6,South,UPI,Books,Magazines,WordCraft,125,2,117.0,67.14,10,57.38,False
98,2024-06-01,2024,2,6,South,UPI,Sports & Outdoors,Team Sports,FitLife,241,1,395.2,167.92999999999998,5,42.49,False
98,2024-06-01,2024,2,6,South,UPI,Sports & Outdoors,Fitness,FitLife,75,2,550.0,291.08,0,52.92,False
98,2024-06-01,2024,2,6,South,UPI,Electronics,Laptops,Electra,448,3,6059.25,1127.67,25,18.61,False
99,2023-06-10,2023,2,6,East,Credit Card,Clothing,Footwear,TrendSetter,482,1,133.0,65.68,0,49.38,False
100,2023-11-27,2023,4,11,North,Credit Card,Home & Kitchen,Cookware,DreamHome,203,1,294.0,131.2,0,44.63,False
101,2023-06-16,2023,2,6,South,UPI,Clothing,Men's Wear,TrendSetter,490,1,229.9,119.77000000000001,5,52.1,True
101,2023-06-16,2023,2,6,South,UPI,Clothing,Women's Wear,StyleCraft,488,1,217.6,99.66,15,45.8,False
101,2023-06-16,2023,2,6,South,UPI,Sports & Outdoors,Yoga,FitLife,268,1,426.0,229.28,0,53.82,False
101,2023-06-16,2023,2,6,South,UPI,Home & Kitchen,Furniture,ComfortPro,466,1,264.35,70.36000000000001,15,26.62,False
101,2023-06-16,2023,2,6,South,UPI,Clothing,Men's Wear,UrbanFit,68,1,31.45,14.59,15,46.39,False
102,2023-07-19,2023,3,7,North,COD,Clothing,Women's Wear,FashionHub,5,1,256.0,142.12,0,55.52,True
102,2023-07-19,2023,3,7,North,COD,Electronics,Cameras,NovaTech,377,1,861.3,266.99,10,31.0,True
102,2023-07-19,2023,3,7,North,COD,Sports & Outdoors,Fitness,ActiveGear,194,2,212.5,64.08000000000001,15,30.16,True
103,2024-05-16,2024,2,5,East,COD,Sports & Outdoors,Yoga,ActiveGear,452,1,136.8,64.97000000000001,5,47.49,False
103,2024-05-16,2024,2,5,East,COD,Books,Magazines,WordCraft,125,1,65.0,40.07,0,61.65,True
103,2024-05-16,2024,2,5,East,COD,Home & Kitchen,Bedding,DreamHome,115,1,417.6,138.43,20,33.15,False
